Id,Title,Body
111,Lagging Forward in plm,"<p>This is a very simple question, but I haven't been able to find a definitive answer, so I thought I would ask it.  I use the <code>plm</code> package for dealing with panel data.  I am attempting to use the <code>lag</code> function to lag a variable FORWARD in time (the default is to retrieve the value from the previous period, and I want the value from the NEXT).  I found a number of old articles/questions (circa 2009) suggesting that this is possible by using <code>k=-1</code> as an argument.  However, when I attempt this, I get an error.</p>

<p>Sample code:</p>

<pre><code>library(plm)
df&lt;-as.data.frame(matrix(c(1,1,1,2,2,3,20101231,20111231,20121231,20111231,20121231,20121231,50,60,70,120,130,210),nrow=6,ncol=3))
names(df)&lt;-c(""individual"",""date"",""data"")
df$date&lt;-as.Date(as.character(df$date),format=""%Y%m%d"")
df.plm&lt;-pdata.frame(df,index=c(""individual"",""date""))
</code></pre>

<p>Lagging:</p>

<pre><code>lag(df.plm$data,0)
##returns
1-2010-12-31 1-2011-12-31 1-2012-12-31 2-2011-12-31 2-2012-12-31 3-2012-12-31 
         50           60           70          120          130          210

lag(df.plm$data,1)
##returns
1-2010-12-31 1-2011-12-31 1-2012-12-31 2-2011-12-31 2-2012-12-31 3-2012-12-31 
         NA           50           60           NA          120           NA

lag(df.plm$data,-1)
##returns
Error in rep(1, ak) : invalid 'times' argument
</code></pre>

<p>I've also read that <code>plm.data</code> has replaced <code>pdata.frame</code> for some applications in <code>plm</code>.  However, <code>plm.data</code> doesn't seem to work with the <code>lag</code> function at all:</p>

<pre><code>df.plm&lt;-plm.data(df,indexes=c(""individual"",""date""))
lag(df.plm$data,1)
##returns
[1]  50  60  70 120 130 210
attr(,""tsp"")
[1] 0 5 1
</code></pre>

<p>I would appreciate any help.  If anyone has another suggestion for a package to use for lagging, I'm all ears.  However, I do love <code>plm</code> because it automagically deals with lagging across multiple individuals and skips gaps in the time series.</p>
"
112,"android - showing a fraction of numbers , one above the other , just like on libreoffice","<p>libreoffice (and other apps , like latex) allows you to use some kind of script language to show really cool mathematical formulas . </p>

<p>i need to use a view (probably a textView , but not mandatory) that will be able to shows such formulas , and fractions in particular . </p>

<p>for example : ""x over y "" would look like :</p>

<p>x<br/>
--<br/>
y</p>

<p>and so on.</p>

<p>is there any such solution for this on android ? maybe a library (with license similar to apache or better ) that allows you to write such things ? </p>
"
113,Opencv integration with wxpython,"<p>I just wanted to integrate the opencv video stream from my web cam into a more complex gui than highgui can offer, nothing fancy just a couple of buttons and something else, however it's proven to be not that trivial. I can't find any base example from which I can start designing the gui.
I tried converting this <a href=""https://wxpython-users.googlegroups.com/attach/90dcdd863e015578/cv_webcam.py?view=1&amp;part=2"" rel=""nofollow"">code</a> to the new opencv interface with quite a poor result. I'm a new to opencv, numpy and gui design. Some time does stream the video but most of the time it just hangs there. I guess my one mistake might be in wx.BitmapFromBuffer(col, row, img) since in the older version they used pil image format and now it's using numpy arrays so in the original code the used the pil function ""imageData"", instead of passing directly the numpy array as I'm doing.
Any help it's really appreciated.
<img src=""http://i.stack.imgur.com/p4DXq.png"" alt=""color_channels_pic""></p>

<p>This is my code conversion.</p>

<pre><code>import wx
import cv2

class MyFrame(wx.Frame):
   def __init__(self, parent):
       wx.Frame.__init__(self, parent)
       self.displayPanel = wx.Panel(self)
       self.displayPanel.SetSize(wx.Size(800,640))

       self.cam = cv2.VideoCapture(1)
       self.cam.set(3, 640)
       self.cam.set(4, 480)
       ret, img = self.cam.read()

       cv2.cvtColor(img, cv2.COLOR_BGR2RGB)
       row, col, x = img.shape
       self.SetSize((col,row))
       self.bmp = wx.BitmapFromBuffer(col, row, img)
       self.displayPanel.Bind(wx.EVT_PAINT, self.onPaint)

       self.playTimer = wx.Timer(self)
       self.Bind(wx.EVT_TIMER, self.onNextFrame)

       self.playTimer.Start(1000/15)

    def onPaint(self, evt):
        if self.bmp:
            dc = wx.BufferedPaintDC(self.displayPanel)
            self.PrepareDC(dc)
            dc.DrawBitmap(self.bmp, 0, 0, True)
        evt.Skip()

    def onNextFrame(self, evt):
        ret, img = self.cam.read()
        if ret == True:
            cv2.cvtColor(img, cv2.COLOR_BGR2RGB)
            self.bmp.CopyFromBuffer(img)
            self.displayPanel.Refresh()
        evt.Skip()

if __name__==""__main__"":
    app = wx.App()
    MyFrame(None).Show()
    app.MainLoop()
</code></pre>
"
114,MySQL to generate an Age Pyramid,"<p>How to write a query suitable for generating an age pyramid like this:
<img src=""http://i.stack.imgur.com/FgtGU.gif"" alt=""alt text""></p>

<p>I have a table with a DATE field containing their birthday and a BOOL field containing the gender (male = 0, female = 1). Either field can be NULL.</p>

<p>I can't seem to work out how to handle the birthdays and put them into groups of 10 years.</p>

<p>EDIT:</p>

<p>Ideally the X axis would be percent rather than thousands :)</p>
"
115,Adding a row to a dataframe,"<p>I am reading a file line by line and then adding specific lines to a dataframe. Here is an example of a line I would add to a dataframe:</p>

<p>ATOM    230  CA  GLU A  31      66.218 118.140   2.411  1.00 31.82           C</p>

<p>I have verified that my checks are ok, I think it has specifically to do with my rbind command. Thanks for your help!</p>

<p>Edit: The error is as follows, the output of the dataframe is:</p>

<pre><code>Residue AtomCount SideChain XCoord  YCoord ZCoord
2       MET         1         A 62.935  97.579 30.223
21     &lt;NA&gt;         2         A 63.155  95.525 27.079
3      &lt;NA&gt;         3         A 65.289  96.895 24.308
</code></pre>

<p>It seems like it stops picking up the name of the residue..</p>

<p>The code I am using is:</p>

<pre><code>get.positions &lt;- function(sourcefile, chain_required = ""A""){
positions = data.frame()
visited = list()
filedata &lt;- readLines(sourcefile, n= -1)
for(i in 1: length(filedata)){
  input = filedata[i]
  id = substr(input,1,4)
  if(id == ""ATOM""){
    type = substr(input,14,15)
      if(type == ""CA""){
        #if there are duplicates it takes the first one
        residue = substr(input,18,20)
        type_of_chain = substr(input,22,22)
        atom_count = strtoi(substr(input, 23,26))
        if(atom_count &gt;=1){
          if(type_of_chain == chain_required &amp;&amp; !(atom_count %in% visited) ){
            position_string = trim(substr(input,30,54))
            position_string = lapply(unlist(strsplit(position_string,"" +"")),as.numeric)
            positions&lt;- rbind(positions, list(residue, atom_count, type_of_chain, position_string[[1]], position_string[[2]], position_string[[3]]))
            }
        }
      }
     }

    } 
        return (positions)
 }
</code></pre>
"
116,Force mapply to return a list?,"<p>Suppose I have a function that creates data frames.  I'd like to run that function with different input values, and then rbind the results together into one big data frame, as below:</p>

<pre><code>CreateDataFrame &lt;- function(type=""A"", n=10, n.true=8) {
  data.frame(success=c(rep(TRUE, n.true), rep(FALSE, n - n.true)), type=type)
}
df &lt;- do.call(rbind, lapply(toupper(letters[1:5]), CreateDataFrame))
</code></pre>

<p>My CreateDataFrame function takes three arguments.  In the example above, the second and third arguments are held constant.  I'd like to do the same as above, but have the second and third arguments change on each call.  I think I have to use mapply, like this:</p>

<pre><code>mapply(""CreateDataFrame"", type=toupper(letters[1:5]), n=10, n.true=8:4)
</code></pre>

<p>I'm having trouble because mapply isn't returning a list, which prevents me from running <code>do.call(rbind, mapply(...))</code>.  How can I end up with a single data frame, as I did in the example at the top?</p>

<p>Looks like mapply is returning a matrix of lists.  I was expecting it to return a list of data frames.  What should I do differently?</p>
"
117,Make this process more processor intensive and less memory intensive,"<p>This question is a follow-up to <a href=""http://stackoverflow.com/questions/9465817/count-days-per-year"">Count days per year</a>.</p>

<p>I did what Dirk suggested with a huge data.frame. My commands look like this:</p>

<pre><code>dateSeq &lt;- function(df) {
  res &lt;- seq(as.Date(df[""begin""]), as.Date(df[""end""]), by = ""1 day"")
  format(res, ""%Y"")
}

dataFrame$seq &lt;- apply(dataFrame, 1, dateSeq)
dataFrame_years &lt;- do.call(""c"", dataFrame[[""seq""]])

rm(dataFrame)
gc()
gc()

dataFrame_tab &lt;- table(dataFrame_years)
</code></pre>

<p>Now, these commands fill up my 8 GB Ram and 2 GB swap space. In the mean time my processor is bored having a processor load of maybe 15 %.</p>

<p>Besides, it takes ages for my computer to fulfill my ""desires"".
Can I shift some of the work to the CPU and unburden my Ram a bit?</p>
"
118,How to find the surrounding area 25 miles using latitude & longitude from the current user location,"<p>I found Haversine Formula in C# is there any other method better than this.</p>

<pre><code>public double HaversineDistance(LatLng pos1, LatLng pos2, DistanceUnit unit)
    {
        double R = (unit == DistanceUnit.Miles) ? 3960 : 6371;
        var lat = (pos2.Latitude - pos1.Latitude).ToRadians();
        var lng = (pos2.Longitude - pos1.Longitude).ToRadians();
        var h1 = Math.Sin(lat / 2) * Math.Sin(lat / 2) +
                      Math.Cos(pos1.Latitude.ToRadians()) * Math.Cos(pos2.Latitude.ToRadians()) *
                      Math.Sin(lng / 2) * Math.Sin(lng / 2);
        var h2 = 2 * Math.Asin(Math.Min(1, Math.Sqrt(h1)));
        return R * h2;
    }
</code></pre>
"
119,Most representative instance of a cluster,"<p>After performing a cluster analysis to my dataset (a dataframe named <em>data.matrix</em>), I added a new column, named <em>cluster</em>, at the end (col 27) containing the cluster name that each instance belongs to.</p>

<p>What I want now, is a representative instance from each cluster. I tried to find the instance having the smallest euclidean distance from the cluster's centroid (and repeat the procedure for each one of my clusters)</p>

<p>This is what I did. Can you think of other -perhaps more elegant- ways? (assume numeric columns with no nulls). </p>

<pre><code>clusters &lt;- levels(data.matrix$cluster)
cluster_col = c(27)

for (j in 1:length(clusters)) {
    # get the subset for cluster j
    data = data.matrix[data.matrix$cluster == clusters[j],]

    # remove the cluster column
    data &lt;- data[,-cluster_col]

    # calculate the centroid
    cent &lt;- mean(data)

    # copy data to data.matrix_cl, attaching a distance column at the end
    data.matrix_cl &lt;- cbind(data, dist = apply(data, 1, function(x) {sqrt(sum((x - cent)^2))}))

    # get instances with min distance
    candidates &lt;- data.matrix_cl[data.matrix_cl$dist == min(data.matrix_cl$dist),]

    # print their rownames
    print(paste(""Candidates for cluster "",j))
    print(rownames(candidates))
}
</code></pre>
"
120,How do I efficiently find the maximum value in an array containing values of a smooth function?,"<p>I have a function that takes a floating point number and returns a floating point number.  It can be assumed that if you were to graph the output of this function it would be 'n' shaped, ie. there would be a single maximum point, and no other points on the function with a zero slope.  We also know that input value that yields this maximum output will lie between two known points, perhaps 0.0 and 1.0.</p>

<p>I need to efficiently find the input value that yields the maximum output value to some degree of approximation, without doing an exhaustive search.</p>

<p>I'm looking for something similar to <a href=""http://en.wikipedia.org/wiki/Newton%27s_method"" rel=""nofollow"">Newton's Method</a> which finds the roots of a function, but since my function is opaque I can't get its derivative.</p>
"
